,AirTemp,DewPoint,RainPrecip,SnowPrecip,SnowPrecipAccumulated,WindSpeed,AirPressure,OctalCloudCoverage,PrecipAmount,station_id,road_cond,surf_temp,snow_amount,sub_temp,air_temp,dew_point,water_amount,snow_sum,forecast_length,stn_surf_temp,stn_dew_point,radiation,shade,surf_temp_sqerror,Date Time
3379,12.199999809265137,7.509754180908203,0.0,0.0,0.0,10.600000381469727,101550.0,8.0,0.0,1419,Dry,11.729999542236328,0.0,6.480000019073486,12.199999809265137,7.5,0.0,0.0,14,12.300000190734863,6.929999828338623,0.0,1.0,0.32490074634552,09/29/2018 05:00:00
3379,11.800000190734863,7.713135242462158,0.10000000149011612,0.0,0.0,10.300000190734863,101480.0,8.0,0.10000000149011612,1419,Moist,11.380000114440918,0.0,6.53000020980835,11.800000190734863,7.699999809265137,0.032999999821186066,0.0,14,12.100000381469727,7.039999961853027,0.0,1.0,0.5184003710746765,09/29/2018 06:00:00
3379,12.100000381469727,7.212099552154541,0.10000000149011612,0.0,0.0,11.199999809265137,101450.0,8.0,0.10000000149011612,1419,Moist,11.90999984741211,0.0,9.960000038146973,12.100000381469727,7.199999809265137,0.02800000086426735,0.0,14,11.5,7.150000095367432,0.0,1.0,0.16809988021850586,09/29/2018 07:00:00
3379,12.0,6.9122843742370605,0.0,0.0,0.0,10.699999809265137,101420.0,8.0,0.0,1419,Moist,11.640000343322754,0.0,9.479999542236328,12.0,7.0,0.027000000700354576,0.0,14,11.800000190734863,6.889999866485596,0.0,1.0,0.025599950924515724,09/29/2018 08:00:00
3379,11.800000190734863,7.713135242462158,0.0,0.0,0.0,10.300000190734863,101370.0,8.0,0.0,1419,Moist,11.649999618530273,0.0,9.100000381469727,11.800000190734863,7.699999809265137,0.0010000000474974513,0.0,14,11.5,6.820000171661377,0.0,1.0,0.02249988541007042,09/29/2018 09:00:00
3361,12.100000381469727,6.592827320098877,0.0,-0.0,0.0,11.600000381469727,101280.0,8.0,0.0,1419,Dry,11.760000228881836,0.0,8.529999732971191,12.100000381469727,6.599999904632568,0.0,0.0,14,11.5,6.53000020980835,0.0,1.0,0.06760011613368988,09/29/2018 10:00:00
3361,12.0,7.11598014831543,0.0,-0.0,0.0,11.899999618530273,101230.0,8.0,0.0,1419,Dry,11.8100004196167,0.0,7.989999771118164,12.0,7.099999904632568,0.0,0.0,14,11.5,6.300000190734863,0.0,1.0,0.09610026329755783,09/29/2018 11:00:00
3379,12.100000381469727,6.592827320098877,0.0,-0.0,0.0,11.699999809265137,101160.0,8.0,0.0,1419,Dry,11.579999923706055,0.0,6.940000057220459,12.100000381469727,6.599999904632568,0.0,0.0,14,11.199999809265137,6.199999809265137,0.0,1.0,0.14440008997917175,09/29/2018 12:00:00
3361,12.199999809265137,7.104201316833496,0.0,-0.0,0.0,12.300000190734863,101080.0,8.0,0.0,1419,Dry,11.3100004196167,0.0,5.829999923706055,12.199999809265137,7.099999904632568,0.0,0.0,14,11.5,7.010000228881836,0.0,1.0,0.036099839955568314,09/29/2018 13:00:00
3343,12.199999809265137,7.905638694763184,0.0,-0.0,0.0,13.0,101030.0,7.0,0.0,1419,Dry,11.119999885559082,0.0,5.110000133514404,12.199999809265137,7.900000095367432,0.0,0.0,14,11.5,7.099999904632568,0.0,1.0,0.14440008997917175,09/29/2018 14:00:00
3361,12.0,8.475909233093262,0.0,-0.0,0.0,12.699999809265137,100990.0,7.0,0.0,1419,Dry,10.890000343322754,0.0,4.579999923706055,12.0,8.5,0.0,0.0,14,11.5,7.679999828338623,0.0,1.0,0.3720995783805847,09/29/2018 15:00:00
